Family,Subfamily,Tribe,Genus,Specific Epithet,Subgenus,Infraspecific Epithet,Scientific Name Authorship,Identification References,Sociality,Sociality Type,Sociality Multiple Types,Sociality Data Accuracy,Sociality References,Cleptoparasites Hosts,Cleptoparasites Hosts References,Buzzing Capacity,Buzzing Capacity Data Accuracy,Buzzing Capacity References,Nesting Position,Nesting Remarks,Nesting Method,Nesting Substrate,Nesting Agreggation,Nesting Data Accuracy,Nesting Artificial,Nesting Population Range,Nesting Population Average,Nesting Brood Cell Types,Nesting References,Intertegular Distance Average,Intertegular Distance Classes,Intertegular Distance Subclasses,Intertegular Distance Females,Intertegular Distance Males,Intertegular Distance Workers,Intertegular Distance References,Uses human made structures
Megachilidae,Megachilinae,Megachilini,Megachile,planula,Sayapis,,"Vachal, 1909","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Rocha-Filho, L.C., Rabelo, L.S., Augusto, S.C., Garófalo, C.A. 2017. ''Cavity nesting bees and wasps (Hymenoptera: Aculeata) in a semi-deciduous Atlantic forest fragment immersed in a matrix of agricultural land''. Journal of Insect Conservation 21: 727?736.  https://doi.org/10.1007/s10841-017-0016-x",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Rocha-Filho, L.C., Rabelo, L.S., Augusto, S.C., Garófalo, C.A. 2017. ''Cavity nesting bees and wasps (Hymenoptera: Aculeata) in a semi-deciduous Atlantic forest fragment immersed in a matrix of agricultural land''. Journal of Insect Conservation 21: 727?736.  https://doi.org/10.1007/s10841-017-0016-x",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,propinqua,Leptorachis,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,prudens,Moureapis,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,psenopogoniaea,Leptorachis,,"Moure, 1948","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,pseudopleuralis,Moureapis,,"Schrottky, 1913","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Mello, B. N. S., and Gaglianone, M. 2019. ''Nesting Biology of Sympatric Species of Megachilidae Bees in a Conservation Area in Brazilian Atlantic Forest''. Sociobiology 66(1): 52–60. https://doi.org/10.13102/sociobiology.v66i1.2881",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Mello, B. N. S., and Gaglianone, M. 2019. ''Nesting Biology of Sympatric Species of Megachilidae Bees in a Conservation Area in Brazilian Atlantic Forest''. Sociobiology 66(1): 52–60. https://doi.org/10.13102/sociobiology.v66i1.2881",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,pullata,Melanosarus,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,recta,Austromegachile,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,reliqua,Zonomegachile,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,rhodopus,Pseudocentron,,"Cockerell, 1896","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,rubicunda,Austromegachile,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,rubricrus,Leptorachis,,"Moure, 1948","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,rubriventris,Chrysosarus,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,ruficornis,Chrysosarus,,"Smith, 1853","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Morato, Élder Ferreira. 2004. ""Efeitos da Sucessão Florestal Sobre a Nidificação de Vespas e Abelhas Solitárias"". PhD diss., Universidade Federal de Minas Gerais.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Morato, Élder Ferreira. 2004. ""Efeitos da Sucessão Florestal Sobre a Nidificação de Vespas e Abelhas Solitárias"". PhD diss., Universidade Federal de Minas Gerais.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,rufula,Chrysosarus,,"Friese, 1908","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,scopulipes,,,"Cockerell, 1916","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,sejuncta,Austromegachile,,"Cockerell, 1927","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Marinho, D., Muniz, D. B., Azevedo, G. G. 2018. ''Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil''. Revista Brasileira de entomologia 62: 97-106. https://doi.org/10.1016/j.rbe.2018.03.002",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Marinho, D., Muniz, D. B., Azevedo, G. G. 2018. ''Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil''. Revista Brasileira de entomologia 62: 97-106. https://doi.org/10.1016/j.rbe.2018.03.002",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,semota,Austromegachile,,"Cockerell, 1927","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,simillima,Rhyssomegachile,,"Smith, 1853","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Morato, Elder F., and Lúcio Antônio De O. Campos. 2000. “Efeitos Da Fragmentação Florestal Sobre Vespas e Abelhas Solitárias Em Uma Área Da Amazônia Central”. Revista Brasileira de Zoologia 17 (2): 429–44. https://doi.org/10.1590/S0101-81752000000200014.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Morato, Elder F., and Lúcio Antônio De O. Campos. 2000. “Efeitos Da Fragmentação Florestal Sobre Vespas e Abelhas Solitárias Em Uma Área Da Amazônia Central”. Revista Brasileira de Zoologia 17 (2): 429–44. https://doi.org/10.1590/S0101-81752000000200014.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,stenodesma,Trichurochile,,"Schrottky, 1913","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,stilbonotaspis,Pseudocentron,,"Moure, 1945","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Marinho, D., Muniz, D. B., Azevedo, G. G. 2018. ''Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil''. Revista Brasileira de entomologia 62: 97-106. https://doi.org/10.1016/j.rbe.2018.03.002",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Marinho, D., Muniz, D. B., Azevedo, G. G. 2018. ''Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil''. Revista Brasileira de entomologia 62: 97-106. https://doi.org/10.1016/j.rbe.2018.03.002",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,strenua,Melanosarus,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,subcingulata,Pseudocentron,,"Moure, 1945","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Mello, B. N. S., and Gaglianone, M. 2019. ''Nesting Biology of Sympatric Species of Megachilidae Bees in a Conservation Area in Brazilian Atlantic Forest''. Sociobiology 66(1): 52–60. https://doi.org/10.13102/sociobiology.v66i1.2881",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Mello, B. N. S., and Gaglianone, M. 2019. ''Nesting Biology of Sympatric Species of Megachilidae Bees in a Conservation Area in Brazilian Atlantic Forest''. Sociobiology 66(1): 52–60. https://doi.org/10.13102/sociobiology.v66i1.2881",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,tapytensis,Chrysosarus,,"Mitchell, 1929","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,tenuitarsis,Leptorachis,,"Schrottky, 1920","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,timida,Pseudocentron,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,tuberculifera,Chrysosarus,,"Schrottky, 1913","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,turpis,Chrysosarus,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"De Araújo, Gustavo Júnior, Danielle Storck?Tonon, Wesley Dáttilo, and Thiago Junqueira Izzo. 2021. “Is Being Green What Matters? Functional Diversity of Cavity?nesting Bees and Wasps and Their Interaction Networks with Parasites in Different Reforestation Types in Amazonia”. Insect Conservation and Diversity 14 (5): 620–34. https://doi.org/10.1111/icad.12495.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"De Araújo, Gustavo Júnior, Danielle Storck?Tonon, Wesley Dáttilo, and Thiago Junqueira Izzo. 2021. “Is Being Green What Matters? Functional Diversity of Cavity?nesting Bees and Wasps and Their Interaction Networks with Parasites in Different Reforestation Types in Amazonia”. Insect Conservation and Diversity 14 (5): 620–34. https://doi.org/10.1111/icad.12495.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,una,Joergensenella ,,"Vachal, 1909","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,urbana,Rhyssomegachile,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
